Name,Nat,Club,Position,Age,Height,Preferred_ Foot,Apps,Starts,Mins,Gls,Ast,Wage,Transfer_Value,Pens,Pens_S,Pas_A,Pas_%,Pr_Passes,Pres_A,Pres_C,Blk,Shts_Blckd,Clear,Hdrs,Itc,Tck_A,Tck_W,Off,Gl_Mst,K_Tck,Distance,Drb,Cr_A,Cr_C%,Shots,Shts_on_target,K_Pas,Yel,Red,xG,xA
Scott Coyne,ENG,West Brom,"D (R), DM",23,"5'8""",Right,5 (16),5,673,0,2,"£7,250 p/w",£45K - £3.3M,0,0,437,78%,28,92,40,3,3,19,26,22,25,20,0,0,1,106.3km,16,32,12%,5,0,8,5,0,0.05,1.08
Toby Savin,ENG,West Brom,GK,31,"6'4""",Right,3,3,270,0,0,"£3,600 p/w",£100K - £1M,0,0,98,73%,4,0,0,-,-,-,-,5,0,-,0,0,0,18.7km,0,-,-,0,-,0,0,0,0,0
Richard Moletsane,ENG,West Brom,"M (L), AM (RL), ST (C)",22,"5'11""",Left,2 (8),2,328,3,0,"£14,750 p/w",£8M - £10.5M,0,0,123,73%,8,61,19,1,0,1,2,10,11,7,3,0,0,51.5km,10,27,14%,8,5,4,0,0,1.54,0.16
Luca Barrington,ENG,West Brom,M/AM (RL),27,"5'10""",Right,1 (15),1,471,1,2,"£10,250 p/w",£6M - £7.4M,0,0,210,78%,17,93,34,4,0,3,11,9,11,8,9,0,0,75.2km,15,68,11%,8,2,16,3,0,0.63,2.19
Davit Khachatryan,URU,West Brom,D (RC),23,"6'1""",Right,1 (4),1,123,0,0,"£14,000 p/w",£180K,0,0,99,75%,4,8,3,0,0,2,15,10,5,4,0,0,0,18.0km,1,1,0%,0,-,0,0,0,0,0
Jacob Jones,WAL,West Brom,"M/AM (C), ST (C)",24,"5'9""",Right,1,1,84,0,0,"£3,400 p/w",£5K,0,0,55,75%,1,11,6,1,0,0,6,0,2,0,0,0,0,11.0km,1,0,0%,1,1,0,0,0,0.03,0
Tom White,WAL,West Brom,D (RC),21,"6'0""",Right,0 (2),-,49,0,0,"£3,800 p/w",£110K - £6M,0,0,22,82%,2,7,2,1,0,1,2,0,2,1,0,0,0,8.5km,2,8,0%,0,-,0,0,0,0,0
Elliot Embleton,ENG,West Brom,"DM, M/AM (RC)",33,"5'8""",Either,0 (2),-,19,0,0,"£29,000 p/w",£100K,0,0,14,86%,0,1,0,0,0,0,0,0,0,-,1,0,0,3.3km,0,3,0%,0,-,0,0,0,0,0
Max Seymour,ENG,West Brom,"AM (R), ST (C)",23,"6'1""",Right,0 (1),-,17,0,0,"£2,300 p/w",£35K - £375K,0,0,12,67%,0,4,2,0,0,0,1,2,4,3,0,0,0,3.2km,1,1,0%,0,-,0,0,0,0,0
Regan Shuker,ENG,West Brom,D (LC),23,"6'2""",Left,0 (1),-,13,0,0,"£2,700 p/w",£0 - £14K,0,0,10,80%,2,0,0,0,0,0,3,1,0,-,0,0,0,1.6km,0,0,0%,0,-,0,0,0,0,0
James McAlister,ENG,West Brom,M/AM (L),23,"6'2""",Left,-,-,-,-,-,"£2,500 p/w",£18K - £50K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Christie Hubbard,ENG,West Brom,D/M (C),22,"6'4""",Right,-,-,-,-,-,£825 p/w,£0 - £20K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Moumouni Baradji,MLI,West Brom,"AM (R), ST (C)",23,"5'11""",Right,-,-,-,-,-,"£2,500 p/w",£1K - £8K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Liam Isherwood,ENG,West Brom,GK,29,"6'4""",Right,-,-,-,-,-,"£2,900 p/w",£65K - £190K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Malachi Fagan-Walcott,ENG,West Brom,D (C),30,"6'0""",Right Only,-,-,-,-,-,"£3,300 p/w",£7K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bart?omiej Dr?gowski,POL,Wolves,GK,34,"6'3""",Right,54,54,4860,0,0,"£39,500 p/w",£170K - £1.7M,0,0,"1,475",87%,42,0,0,-,-,-,-,28,4,0,0,1,1,314.3km,0,-,-,0,-,0,0,0,0,0
Brooke Norton-Cuffy,ENG,Wolves,"D (RL), WB/M (R)",28,"5'11""",Right,50,50,3935,3,7,"£60,000 p/w",£29M,0,0,"2,577",89%,245,571,211,35,16,58,239,185,101,80,6,1,2,622.6km,89,345,9%,16,9,48,7,0,1.14,6.03
Beñat Turrientes,ESP,Wolves,"DM, M (C)",30,"5'10""",Right,48 (1),48,4066,1,6,"£45,000 p/w",£20M - £33M,0,0,"3,219",90%,299,515,198,29,17,40,91,82,75,56,0,3,9,580.1km,13,10,14%,25,5,33,7,0,0.88,2.74
Michael Olise,ENG,Wolves,"M (R), AM (RC)",30,"6'0""",Left,48,48,3660,9,10,"£80,000 p/w",£17M - £28M,0,0,"2,085",81%,156,712,227,15,1,11,127,50,96,73,15,0,0,514.6km,117,138,21%,91,38,90,0,0,8.5,6.16
Pape Matar Sarr,SEN,Wolves,"DM, M (C)",29,"6'0""",Right,47 (5),47,3552,11,5,"£83,000 p/w",£25M - £33M,2,2,"3,139",86%,239,592,205,12,5,13,157,50,78,58,3,0,2,520.8km,32,22,22%,59,28,45,3,0,7.37,5.02
Taylor Harwood-Bellis,ENG,Wolves,D (RC),30,"6'2""",Right Only,44 (9),44,4020,3,1,"£38,500 p/w",£28M - £46M,0,0,"4,072",90%,293,229,95,31,26,56,391,184,45,34,2,2,10,511.9km,14,20,16%,42,17,5,2,0,2.62,1.33
Brima Sesay,ENG,Wolves,D (RLC),21,"6'5""",Either,40 (2),40,3450,0,0,"£16,750 p/w",£8.8M - £11M,0,0,"3,508",92%,260,159,71,26,19,45,265,143,44,31,0,0,12,431.0km,3,2,50%,15,3,8,3,1,1.07,0.39
Fabricio Díaz,URU,Wolves,"DM, M/AM (C)",29,"5'9""",Right,35,35,2950,14,5,"£92,000 p/w",£24M - £38M,8,6,"1,943",87%,114,494,179,15,8,10,31,44,73,43,5,0,0,432.8km,19,94,35%,58,25,51,1,0,11.9,5.22
Takahiro Sugimoto,ENG,Wolves,"D (LC), WB (L)",22,"6'2""",Left,32 (1),32,2693,2,0,"£66,000 p/w",£34M - £43M,0,0,"2,051",85%,196,389,158,44,16,51,145,128,76,56,2,1,4,421.0km,117,121,1%,17,5,16,6,0,1.9,1.01
Jacques Taverney,POR,Wolves,"AM (RL), ST (C)",19,"5'10""",Left,30 (4),30,2285,11,4,"£66,000 p/w",£9.4M - £15.5M,0,0,720,88%,35,290,74,4,0,3,53,24,38,26,26,0,0,312.7km,31,19,10%,43,20,21,1,0,8.47,2.27
Sergio Gómez,ESP,Wolves,"D/WB/M (L), AM (RL)",31,"5'7""",Left Only,28 (12),28,2395,2,10,"£65,000 p/w",Not for Sale,1,1,"1,348",86%,98,506,158,10,1,20,27,44,87,70,22,0,2,348.1km,74,404,16%,39,14,120,1,0,4.33,9.67
Keegan Foster,ENG,Wolves,D (RLC),22,"6'0""",Left,24 (16),24,2404,0,4,"£19,000 p/w",£10M - £16.5M,0,0,"2,026",89%,210,312,135,33,14,33,151,94,59,46,4,5,3,367.7km,39,85,20%,18,3,30,1,0,1.01,3.36
Andrew Moran,IRL,Wolves,"M (LC), AM (RLC), ST (C)",28,"5'7""",Right,21 (3),21,1696,5,7,"£68,000 p/w",£21M,0,0,675,84%,51,249,80,6,1,4,35,21,45,35,20,0,0,235.3km,37,79,17%,24,14,29,1,0,4.35,4.22
Diogo Monteiro,SUI,Wolves,"D (C), DM",27,"6'1""",Right Only,19 (19),19,1994,0,1,"£23,500 p/w",£5.4M - £8.8M,0,0,"1,978",91%,165,97,47,19,18,27,224,82,26,18,0,1,8,253.2km,2,2,50%,18,4,6,3,0,0.91,0.5
Youssef Chermiti,POR,Wolves,ST (C),27,"6'4""",Right,17,17,1360,12,2,"£75,000 p/w",£54M - £71M,0,0,512,85%,17,160,55,2,1,1,123,10,31,22,22,0,0,182.0km,18,5,20%,59,28,4,1,0,7.52,0.45
Iván Romero,ESP,Wolves,"DM, M/AM (C)",20,"6'5""",Right,16 (25),16,1790,4,2,"£25,500 p/w",£20M - £33M,0,0,"1,325",87%,103,256,83,13,6,7,104,29,29,21,0,0,1,259.8km,21,13,23%,43,9,25,0,0,4.28,1.95
Felipe Hermosilla,CHI,Wolves,M/AM (L),23,"5'9""",Right,15 (21),15,1517,8,7,"£29,000 p/w",£10M - £13M,0,0,649,82%,31,317,104,4,0,12,37,19,41,32,18,0,0,223.5km,96,205,14%,36,16,51,1,0,3.84,5.21
Shaqir Mema,ENG,Wolves,"M (C), AM (LC)",24,"5'10""",Left,12 (26),12,1456,1,2,"£27,000 p/w",£8.4M - £10.5M,0,0,"1,062",86%,75,311,108,8,4,9,17,22,51,42,0,0,0,225.7km,20,18,18%,26,6,17,2,0,2.03,1.58
Philip Rolfe,ENG,Wolves,D (C),23,"6'1""",Left,8 (8),8,809,0,0,"£12,750 p/w",£4.9M - £7.2M,0,0,771,87%,30,40,20,4,4,14,52,28,6,6,0,0,0,102.0km,1,1,100%,1,1,3,0,0,0.12,0.09
Ben Doak,SCO,Wolves,"M (R), AM (RL)",26,"5'11""",Right Only,6 (30),6,1124,5,4,"£36,000 p/w",£13M - £21M,0,0,612,83%,50,218,69,7,1,7,26,19,42,35,13,0,0,177.9km,60,158,10%,25,15,28,3,0,3.89,3.5
Tiago Santos,POR,Wolves,"D/WB (R), DM, M/AM (R)",29,"5'7""",Right,3 (15),3,551,0,1,"£28,500 p/w",£475K - £4.7M,0,0,409,92%,34,81,33,2,2,11,3,27,24,19,2,0,2,87.8km,11,33,10%,3,0,12,0,0,0.17,1.69
Ivan Toney,ENG,Wolves,ST (C),36,"6'2""",Right,1 (38),1,980,7,1,"£36,500 p/w",£65K - £650K,3,3,368,82%,12,143,41,4,0,1,66,7,17,13,12,0,0,144.7km,9,1,100%,32,19,13,0,0,6.38,2.77
Ellery Balcombe,ENG,Wolves,GK,32,"6'3""",Right Only,1,1,90,0,0,"£5,750 p/w",£85K - £850K,0,0,21,95%,0,0,0,-,-,-,-,1,0,-,0,0,0,4.4km,0,-,-,0,-,0,0,0,0,0
Zamoranho Kwasie,SUR,Wolves,"D (C), DM",22,"5'11""",Right,0 (1),-,22,0,0,"£4,300 p/w",£80K - £800K,0,0,12,75%,0,3,1,0,0,0,1,0,0,-,0,0,0,3.8km,0,0,0%,0,-,0,0,0,0,0
Jakob Rosser,ENG,Wolves,D (L),22,"5'10""",Left,-,-,-,-,-,£850 p/w,£0 - £1K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Callum Hiddleston,SCO,Wolves,GK,26,"6'1""",Right,-,-,-,-,-,"£1,700 p/w",£0 - £10K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stephen Gold,IRL,Birmingham,"AM (R), ST (C)",24,"5'10""",Right,52,52,4237,23,1,"£10,250 p/w",£6.8M,0,0,726,87%,25,469,150,11,3,17,56,57,65,48,57,0,2,563.0km,78,36,22%,99,49,28,3,0,19.08,2.07
Billy Crellin,ENG,Birmingham,GK,31,"6'1""",Right,50,50,4530,0,0,"£12,000 p/w",Not for Sale,0,0,"1,255",33%,60,0,0,-,-,-,-,28,11,5,0,7,2,250.2km,0,-,-,0,-,3,0,0,0,0.86
Tyrell Ashcroft,ENG,Birmingham,"D (RC), WB (R)",28,"5'11""",Right,47 (3),47,3983,0,4,"£7,250 p/w",£1.5M - £3M,0,0,"1,904",79%,144,591,201,29,13,115,233,196,147,116,5,1,2,581.5km,122,239,12%,23,2,46,8,0,0.94,3.16
Yerson Mosquera,COL,Birmingham,"D (C), DM",31,"6'2""",Right,47 (2),47,3949,0,1,"£19,500 p/w",£60K - £7.6M,0,0,"2,575",84%,155,162,72,27,24,83,393,130,39,31,1,2,4,471.4km,5,3,0%,15,2,16,3,0,0.72,0.59
Kwame Poku,GHA,Birmingham,"M (RL), AM (RLC)",30,"5'10""",Left,45 (3),45,3706,7,10,"£17,500 p/w",£6M - £9.6M,0,0,"1,372",78%,95,690,220,22,6,19,66,82,132,99,17,0,1,551.2km,111,317,7%,71,29,101,1,1,5.99,9.48
Joel Mvuka,NOR,Birmingham,M/AM (RL),29,"5'7""",Right,45 (2),45,3748,3,8,"£13,250 p/w",£350K - £3.4M,0,0,"1,293",75%,71,763,247,23,4,40,44,84,183,135,11,0,2,538.0km,138,254,8%,68,22,63,4,0,3.43,5.93
Ethan Erhahon,SCO,Birmingham,"DM, M (C)",31,"5'10""",Left,44 (3),44,3839,6,1,"£12,000 p/w",Not for Sale,4,4,"2,279",82%,160,545,183,25,13,57,97,84,162,112,0,0,3,558.2km,36,17,23%,47,15,36,12,0,3.78,2.44
Stoyan Pergelov,BUL,Birmingham,D (L),25,"5'9""",Left,44 (1),44,3476,0,3,"£17,500 p/w",£350K - £3.6M,0,0,"1,721",79%,145,412,157,37,12,99,106,148,124,96,0,3,3,496.9km,138,107,9%,7,3,21,9,0,0.2,1.54
Jonathan Panzo,CIV,Birmingham,"D (LC), DM",31,"6'1""",Left,41 (6),41,3518,1,1,"£15,750 p/w",£5M - £7.4M,0,0,"2,318",87%,125,244,98,31,22,52,332,87,75,59,1,3,13,439.0km,18,13,0%,19,5,19,8,0,0.85,1.75
O'Shea Ellis,ENG,Birmingham,"DM, M (C)",25,"5'10""",Right,36 (9),36,3148,2,7,"£9,250 p/w",£275K - £2.9M,0,0,"1,795",81%,168,448,143,14,7,23,80,80,90,66,2,1,2,460.5km,19,12,16%,17,6,42,8,0,1.43,3.8
Kerry Kebell,ENG,Birmingham,M/AM (L),19,"5'10""",Left,34,34,2714,6,6,£975 p/w,£95K - £950K,0,0,834,79%,53,520,139,21,4,30,71,65,140,108,10,0,1,387.7km,111,187,10%,42,20,33,7,0,3.01,4.55
Taylor Dodd,ENG,Birmingham,D (C),25,"6'0""",Right,24 (21),24,2501,0,0,"£5,500 p/w",£1.1M - £2.3M,0,0,"1,621",74%,94,107,43,12,9,61,256,75,35,27,0,2,14,307.3km,2,1,0%,4,1,7,4,0,0.1,0.18
Kôji Miyoshi,JPN,Birmingham,"AM (RLC), ST (C)",35,"5'6""",Left,15 (28),15,1653,3,1,"£16,500 p/w",£24K,0,0,633,82%,38,373,120,12,2,3,22,38,73,46,3,0,2,259.8km,26,153,15%,24,11,33,3,1,2.46,2.78
Jelani Burgess,BRB,Birmingham,"D (RLC), DM",21,"5'11""",Right,15 (2),15,1306,0,0,£475 p/w,£75K - £750K,0,0,647,80%,38,144,46,4,4,31,67,28,40,25,2,0,0,189.7km,13,9,11%,17,3,11,1,1,0.87,0.44
Danny Thomas,ENG,Birmingham,"M/AM (RC), ST (C)",20,"6'0""",Right,13,13,933,0,1,£600 p/w,£7.4M - £8.6M,0,0,284,81%,20,221,66,3,2,9,17,15,38,30,1,0,0,143.8km,19,11,9%,14,3,9,0,0,1.28,0.52
Tom McNamee,IRL,Birmingham,D (RLC),23,"6'0""",Either,11 (32),11,1581,0,1,"£5,500 p/w",£350K - £3.1M,0,0,937,68%,61,153,62,18,8,40,129,82,51,37,3,3,5,226.9km,22,36,5%,14,6,6,1,0,0.67,0.19
Myles Cristofaro,ENG,Birmingham,"M/AM (R), ST (C)",23,"6'4""",Right,5 (17),5,650,3,0,"£7,000 p/w",£3.7M,0,0,233,75%,14,114,29,4,0,3,31,18,23,19,6,2,0,97.0km,25,41,5%,21,10,3,0,0,1.79,0.23
Jay Matete,COD,Birmingham,"DM, M/AM (C)",31,"5'8""",Right,4 (28),4,781,0,0,"£8,000 p/w",£40K - £400K,0,0,420,78%,34,124,58,3,0,13,14,18,38,27,0,1,1,121.1km,13,3,33%,7,1,4,2,0,0.21,0.2
Martins Owolabi,ENG,Birmingham,"M (R), AM (RL), ST (C)",22,"5'10""",Either,2 (23),2,594,1,0,£925 p/w,£0 - £110K,0,0,142,80%,8,85,26,4,1,1,6,11,14,8,8,0,0,85.7km,13,6,0%,7,2,8,1,1,0.64,0.48
Sodiq Bassey,ENG,Birmingham,"D (RLC), M (R)",22,"6'1""",Right,2 (7),2,320,0,0,£700 p/w,£50K - £500K,0,0,155,63%,11,37,10,6,2,8,24,13,9,6,1,0,0,46.8km,3,8,0%,3,0,1,0,0,0.08,0.4
Luca Gunter,ENG,Birmingham,GK,27,"6'2""",Right,2,2,180,0,0,"£3,300 p/w",£10K - £100K,0,0,47,13%,2,0,0,-,-,-,-,0,0,-,0,0,0,8.3km,0,-,-,0,-,0,0,0,0,0
Jake Roberts,WAL,Birmingham,"M/AM (C), ST (C)",23,"6'0""",Right,1 (21),1,545,3,0,"£8,500 p/w",£5.8M - £7.2M,2,1,179,83%,10,85,21,2,0,1,41,8,10,8,9,0,0,81.9km,5,4,0%,20,14,6,0,0,3.76,0.07
Neemo Mannings,ENG,Birmingham,M/AM (L),22,"5'7""",Left,0 (11),-,237,0,1,£625 p/w,£130K - £1.3M,0,0,75,76%,4,48,15,1,1,8,6,4,7,7,0,0,0,38.8km,8,21,4%,2,0,2,0,0,0.37,0.74
Ashanti Markall,ENG,Birmingham,D (RC),22,"6'4""",Right,0 (3),-,60,0,0,"£1,900 p/w",£1.9M - £4.3M,0,0,34,59%,3,9,3,0,0,4,3,1,1,1,0,0,0,9.7km,0,5,0%,0,-,0,0,0,0,0
Mitchell Hassall,ENG,Birmingham,"WB/M (R), AM (RC)",24,"5'10""",Right,0 (3),-,50,0,1,"£3,800 p/w",£240K,0,0,26,65%,3,8,1,0,0,0,0,1,2,2,1,0,0,8.5km,2,1,0%,0,-,1,0,0,0,0
Dujon Sterling,ENG,Birmingham,"D (RLC), WB/M (R)",32,"5'11""",Right,0 (3),-,37,0,0,"£16,000 p/w",£220K,0,0,11,91%,0,1,0,2,2,0,3,2,3,1,0,0,0,6.4km,1,3,0%,0,-,0,0,0,0,0
Sören Pett,GER,Birmingham,"D (C), DM, M (RC), AM (C)",22,"6'0""",Right,-,-,-,-,-,"£1,300 p/w",£0 - £2K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stephen Adamson,ENG,Birmingham,M/AM (C),22,"5'6""",Right,-,-,-,-,-,"£1,300 p/w",£0 - £20K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jani Lehtonen,FIN,Birmingham,"D (RL), DM",22,"5'4""",Right,-,-,-,-,-,"£1,200 p/w",£28K - £95K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tom Howcroft,ENG,Birmingham,"M/AM (C), ST (C)",23,"5'11""",Right,-,-,-,-,-,"£1,600 p/w",£70K - £700K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vino Poleon,LCA,Birmingham,"M/AM (R), ST (C)",23,"5'8""",Either,-,-,-,-,-,"£3,000 p/w",£26K - £275K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lei Waldrum,ENG,Birmingham,M/AM (RLC),24,"5'9""",Right,-,-,-,-,-,"£2,100 p/w",£6K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Barry Williams,WAL,Birmingham,"DM, M/AM (C)",24,"5'10""",Either,-,-,-,-,-,"£1,700 p/w",£120K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sam Davis,IRL,Birmingham,GK,24,"6'2""",Right,-,-,-,-,-,"£2,100 p/w",£50K - £170K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Khinda,ENG,Birmingham,"M (C), AM (RC), ST (C)",23,"5'10""",Right,-,-,-,-,-,"£2,900 p/w",£1.8M - £3.6M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paul Flanagan,ENG,Blackburn,"D (LC), WB (L)",24,"6'0""",Left,44,44,3817,1,3,"£31,500 p/w",£8.8M - £14M,0,0,"2,486",86%,255,525,192,56,18,66,241,175,163,130,2,1,11,562.8km,36,133,22%,28,6,51,12,0,0.68,3.57
Regan Davin,ENG,Blackburn,GK,24,"6'3""",Right,43,43,3870,0,2,"£37,500 p/w",£6.2M - £10M,0,0,"1,144",47%,122,0,0,-,-,-,-,33,8,2,0,3,0,210.7km,0,-,-,0,-,3,0,0,0,0.73
Liam Delap,ENG,Blackburn,"AM (L), ST (C)",29,"6'1""",Right,37 (5),37,2942,21,8,"£45,000 p/w",£14.5M - £19M,3,3,948,81%,29,373,105,13,4,14,310,44,70,42,40,0,1,411.1km,46,48,12%,107,51,39,7,1,14.95,5.27
Mitch Shand,SCO,Blackburn,"DM, M/AM (C)",24,"5'10""",Right,37 (4),37,3063,6,1,"£19,750 p/w",£15M - £24M,0,0,"1,628",86%,131,531,176,17,4,16,47,66,112,85,2,0,2,457.3km,41,48,7%,43,14,41,4,1,3.43,2.58
Lloyd Kelly,ENG,Blackburn,D (LC),33,"6'3""",Left,35,35,3063,0,2,"£28,000 p/w",£325K - £3.2M,0,0,"2,169",89%,187,152,63,24,12,40,215,150,57,38,0,1,15,389.6km,14,6,0%,8,2,14,2,0,0.45,0.56
Jack Wells-Morrison,ENG,Blackburn,"DM, M/AM (C)",28,"5'11""",Right,34 (7),34,2965,1,1,"£31,500 p/w",£11.5M - £14.5M,0,0,"2,153",82%,266,351,127,16,6,23,145,56,74,55,0,1,3,430.0km,14,5,40%,27,6,28,3,0,1.05,1.4
Rekeem Harper,JAM,Blackburn,"DM, M/AM (C)",32,"6'2""",Right,31 (11),31,2682,2,4,"£35,000 p/w",Not for Sale,0,0,"1,433",84%,98,478,166,24,9,19,176,55,66,49,3,0,1,397.9km,58,26,26%,48,17,39,1,0,2.24,3.05
John Buckley,ENG,Blackburn,"DM, M/AM (C), ST (C)",32,"5'8""",Right,31 (6),31,2653,6,5,"£31,500 p/w",£180K - £1.8M,0,0,"1,726",81%,192,403,130,10,3,9,31,47,64,44,4,0,2,391.7km,23,197,35%,39,13,97,7,0,2.82,7.3
Thomas Kristensen,DEN,Blackburn,"D (C), DM",30,"6'6""",Right,26 (13),26,2412,0,1,"£26,500 p/w",£4.4M - £7.2M,0,0,"1,922",86%,111,99,46,16,16,32,269,129,34,28,0,1,11,301.5km,9,3,33%,10,6,5,2,0,1.19,1.23
Borja Sainz,ESP,Blackburn,"M (L), AM (RL)",31,"5'10""",Right,26 (13),26,2188,8,3,"£32,500 p/w",£5.8M - £7.2M,0,0,923,81%,65,409,124,16,2,11,47,40,85,65,12,2,1,317.5km,70,134,10%,49,23,36,3,0,7.58,4.06
Caleb Watts,AUS,Blackburn,"DM, M (RC), AM (RLC), ST (C)",30,"5'8""",Right,25 (9),25,2167,1,5,"£32,000 p/w",£5.8M - £7.8M,0,0,982,80%,83,371,122,6,2,15,30,19,56,40,9,0,1,311.2km,44,90,14%,21,4,41,0,0,2.21,5.35
Regan Poole,WAL,Blackburn,"D (RC), WB (R)",33,"6'0""",Right,24 (20),24,2301,1,0,"£30,000 p/w",£10K - £110K,0,0,"1,550",80%,147,209,79,22,10,52,160,111,59,45,2,0,7,325.6km,12,65,13%,9,4,12,6,0,0.5,0.59
James Moss,AUS,Blackburn,"D (RC), WB (R)",23,"5'7""",Right,23 (9),23,1988,1,4,"£11,250 p/w",£6.4M - £7.8M,0,0,"1,116",86%,65,269,99,14,5,34,38,104,61,50,7,0,2,305.2km,46,114,11%,8,2,21,4,0,0.54,2
Israel Reyes,MEX,Blackburn,"D (RC), DM",31,"5'11""",Right,20,20,1800,0,0,"£39,500 p/w",Not for Sale,0,0,"1,401",90%,70,75,44,12,11,26,117,72,28,21,0,2,10,225.6km,2,1,0%,2,0,4,0,0,0.01,0.25
Crysencio Summerville,NED,Blackburn,M/AM (RL),30,"5'9""",Right,18,18,1479,2,3,"£50,000 p/w",£15.5M - £20M,0,0,655,82%,49,327,107,10,1,14,20,40,65,54,9,1,0,221.8km,71,111,15%,23,8,27,2,0,2.24,3.15
Milutin Osmaji?,MNE,Blackburn,"AM (RLC), ST (C)",32,"6'1""",Right,16 (8),16,1410,2,4,"£21,000 p/w",£75K,0,0,554,81%,48,259,73,6,1,14,82,21,65,53,9,0,2,201.8km,53,52,19%,38,17,25,5,0,4.8,2.6
Timothée Pembélé,FRA,Blackburn,"D (RC), WB (R)",29,"6'0""",Right,14 (7),14,1202,1,1,"£29,500 p/w",£5M - £8.2M,0,0,702,86%,56,109,44,9,4,27,91,57,27,24,2,0,1,175.8km,17,59,10%,8,4,13,7,0,0.35,0.96
Charlie Morris,ENG,Blackburn,"AM (RC), ST (C)",24,"6'3""",Right,14 (3),14,1233,9,0,"£43,500 p/w",£11M - £14M,0,0,368,80%,17,157,47,3,0,6,105,9,20,16,26,0,0,171.3km,20,13,7%,57,21,15,0,0,9.29,1.05
Asier Peña,ESP,Blackburn,GK,25,"6'1""",Right,5,5,450,0,0,"£21,500 p/w",£10K - £100K,0,0,138,45%,13,0,0,-,-,-,-,0,0,-,0,1,0,30.2km,0,-,-,0,-,0,0,0,0,0
Chris Biggs,ENG,Blackburn,"M/AM (C), ST (C)",21,"6'0""",Right,4 (13),4,550,0,2,"£14,500 p/w",£18M - £22M,0,0,272,83%,26,100,28,3,3,2,19,3,13,9,4,0,0,83.2km,6,4,0%,13,5,10,0,0,0.9,1.02
Jobe Bellingham,ENG,Blackburn,"DM, M/AM (C)",26,"5'9""",Right,3 (24),3,608,0,2,"£29,500 p/w",£5M - £6.6M,0,0,416,81%,41,120,39,6,2,4,20,10,19,14,0,0,1,100.0km,4,13,50%,6,2,15,0,0,0.23,1.24
Jack Clarke,ENG,Blackburn,"WB (L), M/AM (RL), ST (C)",31,"5'11""",Right,1 (21),1,517,0,1,"£27,500 p/w",£550K - £5.4M,0,0,248,83%,16,107,31,2,0,2,11,6,11,6,5,0,0,79.4km,20,34,5%,9,1,7,0,0,0.72,0.28
Michael Golding,ENG,Blackburn,"DM, M/AM (C)",25,"5'11""",Right,1 (8),1,224,0,0,"£19,250 p/w",£550K - £5.4M,0,0,173,80%,16,36,8,1,1,0,20,9,2,1,0,0,0,36.7km,3,3,0%,9,1,1,2,0,0.33,0.02
Even Johansen,NOR,Blackburn,"AM (R), ST (C)",24,"5'10""",Left,1 (4),1,142,0,0,"£8,750 p/w",£24K,0,0,36,78%,1,26,5,1,0,2,0,2,0,-,3,0,0,20.4km,4,3,0%,0,-,1,1,0,0,0.01
Martin Campbell,SCO,Blackburn,D (C),22,"5'11""",Right,1,1,90,0,0,"£4,900 p/w",£90K - £900K,0,0,64,64%,3,5,1,1,1,2,5,3,5,3,0,0,1,11.3km,1,0,0%,0,-,1,0,0,0,0
Elijah Adebayo,NGA,Blackburn,"AM (L), ST (C)",34,"6'3""",Right,0 (15),-,240,1,0,"£19,750 p/w",£250K,0,0,101,82%,2,49,13,0,0,6,10,4,13,12,5,0,0,38.0km,8,6,0%,6,2,4,0,0,0.75,0.59
